,Name,Rating,Review,C-type,HQ,Old,Employee
645,Alstom Transport...,4.0,(715 Reviews),Private,Saint-Ouen + 34 more,94 years old,10k-50k Employees (India)
646,Synchrony,4.4,(715 Reviews),Private,Stamford + 4 more,19 years old,1k-5k Employees (India)
647,Shriram Pistons ...,4.2,(713 Reviews),Public,"Delhi/NCR,Delhi + 38 more",59 years old,1k-5k Employees (India)
648,Devyani Internat...,3.7,(713 Reviews),Public,Gurugram + 65 more,31 years old,5k-10k Employees (India)
649,Jubilant Pharmov...,4.1,(713 Reviews),Public,"Noida,Uttar Pradesh + 42 more",44 years old,1k-5k Employees (India)
650,Broadridge Finan...,4.0,(713 Reviews),Private,"New York City,New York + 6 more",15 years old,1k-5k Employees (India)
651,NSE.IT,3.7,(712 Reviews),Public,"Mumbai,Maharashtra + 118 more",23 years old,201-500 Employees (India)
652,BVG India,3.9,(711 Reviews),Private,"Pune,Maharashtra + 71 more",25 years old,1k-5k Employees (India)
653,XL Dynamics,3.7,(709 Reviews),Private,Navi Mumbai + 19 more,20 years old,1k-5k Employees (India)
654,Granules India,4.1,(709 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 8 more",38 years old,1k-5k Employees (India)
655,NSH,3.7,(708 Reviews),Private,Al Jubail + 31 more,44 years old,501-1k Employees (India)
656,Allstate,4.3,(708 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 5 more",10 years old,1k-5k Employees (India)
657,Godrej Group,4.0,(5.1k Reviews),Public,Mumbai + 89 more,125 years old,10k-50k Employees (India)
658,Nielsen,4.0,(878 Reviews),Private,"New York City,New York + 78 more",99 years old,1k-5k Employees (India)
659,Indoco Remedies,3.8,(703 Reviews),Public,"Mumbai,Maharashtra + 45 more",75 years old,1k-5k Employees (India)
660,Bajaj Motors,3.8,(703 Reviews),Private,Gurgaon + 51 more,36 years old,5k-10k Employees (India)
661,Rane TRW Steerin...,4.1,(702 Reviews),JV,"Chennai,Tamil Nadu + 38 more",35 years old,501-1k Employees (India)
662,Iffco Tokio Gene...,4.2,(702 Reviews),Private,"Gurgaon/Gurugram,Haryana + 165 more",22 years old,1k-5k Employees (India)
663,Mondelez Interna...,4.5,(1.1k Reviews),Private,"Greater Chicago Area,IL + 98 more",10 years old,1k-5k Employees (India)
664,GAIL,4.3,(1.1k Reviews),Private,"Delhi/NCR,Delhi + 74 more",38 years old,1k-5k Employees (India)
665,Bharat Sanchar N...,4.0,(701 Reviews),Private,"Delhi/NCR,New Delhi + 173 more",22 years old,50k-1 Lakh Employees (India)
666,KIA MOTORS,3.8,(700 Reviews),Private,Seoul + 79 more,78 years old,10k-50k Employees (India)
667,Columbia Asia,4.3,(700 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 19 more",17 years old,1k-5k Employees (India)
668,HTC Global Servi...,3.8,(698 Reviews),Private,"Troy,Michigan + 21 more",32 years old,1k-5k Employees (India)
669,Bajaj Capital,3.8,(972 Reviews),Public,"Delhi/NCR,New Delhi + 112 more",58 years old,1k-5k Employees (India)
670,TTEC India,4.1,(704 Reviews),Public,"San Mateo,California + 9 more",40 years old,50k-1 Lakh Employees (India)
671,Sahara India Par...,4.0,(1.2k Reviews),Private,"Lucknow,Uttar Pradesh + 183 more",44 years old,1k-5k Employees (India)
672,Luminous Power T...,4.2,(693 Reviews),Private,"Gurgaon/Gurugram,Haryana + 90 more",34 years old,1k-5k Employees (India)
673,Max Bupa Health ...,3.9,(693 Reviews),Private,"Delhi/NCR,New Delhi + 109 more",14 years old,1k-5k Employees (India)
674,MiraMed Ajuba,4.1,(693 Reviews),Private,"Chennai,Tamil Nadu + 5 more",21 years old,1k-5k Employees (India)
675,Microsoft Corpor...,4.3,(773 Reviews),Private,Sunnyvale + 41 more,47 years old,1k-5k Employees (India)
676,Bisleri,4.2,(689 Reviews),Private,"Mumbai,Maharashtra + 95 more",57 years old,1k-5k Employees (India)
677,Johnson Lifts,4.1,(688 Reviews),Private,"Chennai,Tamil Nadu + 52 more",41 years old,501-1k Employees (India)
678,Oil And Natural ...,4.4,(1.7k Reviews),Public,"Delhi/NCR,Delhi + 61 more",66 years old,10k-50k Employees (India)
679,Apotex Research,4.5,(686 Reviews),Private,"Brantford,Ontario + 9 more",19 years old,1k-5k Employees (India)
680,Unichem Laborato...,4.1,(685 Reviews),Public,"Mumbai,Maharashtra + 58 more",78 years old,1k-5k Employees (India)
681,Spencer's Retail,4.1,(684 Reviews),Public,"Kolkata,West Bengal + 49 more",159 years old,1k-5k Employees (India)
682,BGR Energy Syste...,3.9,(685 Reviews),Public,"Nellore,Andhra Pradesh + 38 more",37 years old,1k-5k Employees (India)
683,Honda Cars,4.2,(678 Reviews),Greater Noida + 60 more,1k-5k Employees (India),nan,nan
684,Piaggio,3.9,(675 Reviews),Private,Pontedera + 66 more,138 years old,1k-5k Employees (India)
685,Ab Inbev,3.8,(674 Reviews),Public,Leuven + 53 more,34 years old,1k-5k Employees (India)
686,Meesho,3.9,(674 Reviews),Private,"Bangalore,Karnataka + 56 more",7 years old,1k-5k Employees (India)
687,Lemon Tree Hotel...,4.2,(670 Reviews),Public,"Delhi/NCR,Delhi + 51 more",20 years old,1k-5k Employees (India)
688,Kendriya Vidyala...,4.3,(666 Reviews),Public,"Delhi/NCR,Delhi + 162 more",59 years old,10k-50k Employees (India)
689,Strides Pharma,4.1,(666 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 28 more",32 years old,1k-5k Employees (India)
690,Orion Edutech,3.2,(666 Reviews),Private,Kolkata + 93 more,16 years old,5k-10k Employees (India)
691,Tata Chemicals,4.3,(1.4k Reviews),Public,"Mumbai,Maharashtra + 76 more",84 years old,1k-5k Employees (India)
692,Vistaar Finance,4.4,(663 Reviews),Private,"Bangalore,Karnataka + 150 more",12 years old,1k-5k Employees (India)
693,CitiusTech,4.1,(662 Reviews),Private,New Jersey + 9 more,17 years old,5k-10k Employees (India)
694,Wind World,4.0,(661 Reviews),Private,Mumbai + 43 more,28 years old,5k-10k Employees (India)
695,Fidelity Nationa...,3.9,(659 Reviews),Private,"Jacksonville,Florida + 6 more",175 years old,1k-5k Employees (India)
696,TDK,3.9,(659 Reviews),Private,Tokyo + 25 more,87 years old,1k-5k Employees (India)
697,Hero Motors,4.2,(4k Reviews),Private,New Delhi + 147 more,24 years old,5k-10k Employees (India)
698,Annapurna Financ...,4.2,(658 Reviews),Private,"Bhubaneswar,Odisha + 173 more",13 years old,5k-10k Employees (India)
699,Bosch Chassis Sy...,4.3,(655 Reviews),Private,Gerlingen + 16 more,71 years old,501-1k Employees (India)
700,Amneal Pharmaceu...,4.4,(784 Reviews),Private,"Bridgewater,New Jersey + 18 more",20 years old,1k-5k Employees (India)
701,BNP Paribas,4.0,(1.6k Reviews),Private,Paris + 17 more,174 years old,10k-50k Employees (India)
702,NoBroker,3.9,(655 Reviews),Private,"Bangalore,Karnataka + 21 more",8 years old,1k-5k Employees (India)
703,Atul,3.9,(652 Reviews),Public,Valsad + 43 more,75 years old,1k-5k Employees (India)
704,Karvy Stock Brok...,3.5,(648 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 98 more",32 years old,1k-5k Employees (India)
705,Arthur J. Gallag...,4.0,(647 Reviews),Private,"Pune,Maharashtra + 5 more",20 years old,1k-5k Employees (India)
706,iSON Xperiences,3.5,(646 Reviews),Private,Lagos + 25 more,11 years old,5k-10k Employees (India)
707,Feedback Infrast...,3.9,(887 Reviews),Private,"Gurgaon/Gurugram,Haryana + 97 more",32 years old,1k-5k Employees (India)
708,PNB Housing Fina...,4.1,(640 Reviews),Public,"Delhi/NCR,New Delhi + 91 more",34 years old,1k-5k Employees (India)
709,GAMMON INDIA,4.0,(903 Reviews),Public,"Mumbai,Maharashtra + 65 more",100 years old,11-50 Employees (India)
710,Nuvoco Vistas,4.3,(639 Reviews),Private,Mumbai + 90 more,23 years old,1k-5k Employees (India)
711,Siemens Gamesa R...,4.3,(639 Reviews),Private,"Zamudio,Vizcaya + 41 more",46 years old,1k-5k Employees (India)
712,Evalueserve,3.8,(639 Reviews),Private,"Schaffhausen,Schaffhausen + 7 more",22 years old,1k-5k Employees (India)
713,Taurus BPO Serv...,4.9,(637 Reviews),LLP,"Pune,Indore + 7 more",11 years old,1k-5k Employees (India)
714,Aye Finance,4.4,(637 Reviews),Private,"Delhi,NCT + 161 more",9 years old,1k-5k Employees (India)
715,Valeo,3.9,(636 Reviews),Private,Paris + 16 more,99 years old,5k-10k Employees (India)
716,Toppr,3.3,(636 Reviews),Private,"Mumbai,Maharashtra + 43 more",9 years old,501-1k Employees (India)
717,Technip,4.0,(635 Reviews),Private,Paris + 30 more,5 years old,1k-5k Employees (India)
718,Medhaj Techno Co...,4.3,(634 Reviews),Private,"Lucknow,Uttar Pradesh + 90 more",15 years old,1k-5k Employees (India)
719,TK Elevator,4.1,(1.3k Reviews),Private,Essen + 56 more,27 years old,1k-5k Employees (India)
720,Unacademy,3.3,(732 Reviews),Private,"Bangalore,Karnataka + 40 more",7 years old,1k-5k Employees (India)
721,Infinite Compute...,4.0,(631 Reviews),Public,Rockville + 20 more,21 years old,1k-5k Employees (India)
722,FastInfo,4.6,(912 Reviews),Private,"Kolkata,West Bengal + 4 more",3 years old,501-1k Employees (India)
723,Caterpillar Inc,4.2,(808 Reviews),Private,"Deerfield,Illinois + 25 more",97 years old,5k-10k Employees (India)
724,DCM Shriram,4.2,(669 Reviews),Public,"Delhi/NCR,New Delhi + 59 more",32 years old,1k-5k Employees (India)
725,Mando Automotive,4.1,(629 Reviews),Private,"Kanchipuram,Tamil Nadu + 17 more",16 years old,1k-5k Employees (India)
726,Continental Auto...,4.2,(628 Reviews),Private,"Lower Saxony,Hanover + 10 more",151 years old,5k-10k Employees (India)
727,V2 Retail,3.4,(628 Reviews),Public,"Delhi/NCR,Delhi + 67 more",21 years old,501-1k Employees (India)
728,Polycab Wires,4.0,(628 Reviews),Private,"Mumbai,Maharashtra + 59 more",26 years old,1k-5k Employees (India)
729,TUV SUD,4.1,(628 Reviews),Private,Munich + 55 more,156 years old,1k-5k Employees (India)
730,CRB Tech Solutio...,4.3,(627 Reviews),Private,"Pune,Maharashtra + 8 more",21 years old,501-1k Employees (India)
731,ICICI Home Finan...,3.9,(626 Reviews),Private,"Mumbai,Maharashtra + 134 more",23 years old,1k-5k Employees (India)
732,Podar Internatio...,4.4,(626 Reviews),Private,"Mumbai,Maharashtra + 91 more",95 years old,5k-10k Employees (India)
733,Spicer India,4.4,(626 Reviews),Private,"Delhi/NCR,Delhi + 35 more",29 years old,1k-5k Employees (India)
734,UBS,3.8,(625 Reviews),Private,Zurich + 25 more,7 years old,1k-5k Employees (India)
735,Ceasefire Indust...,3.3,(625 Reviews),Private,Noida + 65 more,20 years old,1k-5k Employees (India)
736,Burger King,4.0,(624 Reviews),Private,Miami + 58 more,8 years old,1k-5k Employees (India)
737,Vestas,4.2,(621 Reviews),Private,"Aarhus,Central Denmark Region + 32 more",26 years old,1k-5k Employees (India)
738,Automotive Manuf...,4.0,(621 Reviews),Private,"Mumbai,Maharashtra + 90 more",74 years old,1k-5k Employees (India)
739,Egis  India Cons...,4.2,(620 Reviews),Private,"Gurgaon/Gurugram,Haryana + 86 more",17 years old,1k-5k Employees (India)
740,ANZ Banking Grou...,4.2,(792 Reviews),"Melbourne,Victoria + 12 more",15 years old,5k-10k Employees (India),nan
741,Telenor,4.4,(647 Reviews),Private,"Fornebu,Fornebu + 117 more",13 years old,1k-5k Employees (India)
742,SNC-Lavalin,4.3,(951 Reviews),Public,"Montreal,Quebec + 50 more",111 years old,501-1k Employees (India)
743,Nirma,4.4,(615 Reviews),Private,"Ahmedabad,Gujarat + 49 more",32 years old,10k-50k Employees (India)
744,Next Education I...,3.8,(615 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 68 more",15 years old,1k-5k Employees (India)
745,Supreme Industri...,4.1,(671 Reviews),Public,Mumbai + 57 more,80 years old,10k-50k Employees (India)
746,Dhoot Transmissi...,3.5,(611 Reviews),Private,"Mumbai,Maharashtra + 17 more",24 years old,201-500 Employees (India)
747,Hathway,3.9,(611 Reviews),Private,"Mumbai,Maharashtra + 43 more",63 years old,1k-5k Employees (India)
748,Viraj Profiles,3.8,(610 Reviews),Private,"Mumbai,Maharashtra + 15 more",22 years old,1k-5k Employees (India)
749,Thomas Cook,3.9,(608 Reviews),Public,"Mumbai,Maharashtra + 68 more",141 years old,501-1k Employees (India)
750,Barbeque Nation,4.2,(608 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 51 more",16 years old,5k-10k Employees (India)
751,Jindal X,3.3,(607 Reviews),Public,"New Delhi,Delhi + 12 more",24 years old,501-1k Employees (India)
752,Alstom,4.0,(606 Reviews),Private,Saint-Ouen + 47 more,94 years old,5k-10k Employees (India)
753,JK Lakshmi Cemen...,4.3,(645 Reviews),Public,"Delhi/NCR,New Delhi + 88 more",40 years old,1k-5k Employees (India)
754,Godrej Consumer ...,4.3,(605 Reviews),Public,Mumbai + 80 more,21 years old,1k-5k Employees (India)
755,Xiaomi,4.1,(605 Reviews),Private,"Haidian District,Beijing + 123 more",12 years old,10k-50k Employees (India)
756,AstraZeneca,4.2,(605 Reviews),Public,"Cambridge,Cambridgeshire + 32 more",23 years old,1k-5k Employees (India)
757,Schaeffler India,4.3,(604 Reviews),Public,"Mumbai,Maharashtra + 19 more",76 years old,1k-5k Employees (India)
758,Kirloskar Oil En...,4.0,(603 Reviews),Public,"Pune,Maharashtra + 66 more",76 years old,1k-5k Employees (India)
759,Spandana Sphoort...,3.5,(603 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 174 more",24 years old,5k-10k Employees (India)
760,ManpowerGroup,4.1,(602 Reviews),Private,"Milwaukee,Wisconsin + 84 more",25 years old,1k-5k Employees (India)
761,Fluor Daniel Ind...,4.0,(602 Reviews),Private,"Irving,Texas + 18 more",110 years old,501-1k Employees (India)
762,Mahindra CIE Aut...,3.9,(602 Reviews),Public,"Mumbai,Maharashtra + 26 more",23 years old,501-1k Employees (India)
763,Apollo Pharmacy,3.8,(601 Reviews),Private,"Chennai,Tamil Nadu + 101 more",39 years old,10k-50k Employees (India)
764,CADD Centre Trai...,4.0,(600 Reviews),Private,"Chennai,Tamil Nadu + 109 more",34 years old,501-1k Employees (India)
765,THE LEELA PALACE...,4.2,(600 Reviews),Private,"Mumbai,Maharashtra + 25 more",39 years old,1k-5k Employees (India)
766,Suryoday Small F...,4.0,(600 Reviews),Private,"Mumbai,Maharashtra + 104 more",14 years old,1k-5k Employees (India)
767,Parexel Internat...,4.2,(599 Reviews),Private,Massachusetts + 6 more,40 years old,5k-10k Employees (India)
768,Eaton Corporatio...,4.1,(598 Reviews),Public,"Cleveland,Ohio + 14 more",111 years old,5k-10k Employees (India)
769,Coca-Cola Compan...,4.4,(2.8k Reviews),Private,Atlanta + 132 more,136 years old,10k-50k Employees (India)
770,VIP Industries,4.0,(596 Reviews),Public,"Mumbai,Maharashtra + 73 more",51 years old,1k-5k Employees (India)
771,Ruchi Soya Indus...,4.1,(596 Reviews),Public,"Mumbai,Maharashtra + 88 more",36 years old,5k-10k Employees (India)
772,Pine Labs,4.2,(595 Reviews),Private,"Noida,Uttar Pradesh + 58 more",24 years old,1k-5k Employees (India)
773,Slk Software Ser...,3.7,(595 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 6 more",22 years old,1k-5k Employees (India)
774,Nilkamal,3.9,(672 Reviews),Public,"Mumbai,Maharashtra + 81 more",41 years old,1k-5k Employees (India)
775,Aarvee Associate...,3.9,(594 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 94 more",33 years old,1k-5k Employees (India)
776,VVDN Technologie...,3.7,(593 Reviews),Private,Gurgaon + 24 more,15 years old,1k-5k Employees (India)
777,TE Connectivity,4.2,(593 Reviews),Private,"Schaffhausen,Schaffhausen + 8 more",15 years old,1k-5k Employees (India)
778,Thyrocare Techno...,3.3,(592 Reviews),Public,"Mumbai,Maharashtra + 36 more",26 years old,1k-5k Employees (India)
779,Micromax Informa...,3.9,(849 Reviews),Private,"Gurgaon/Gurugram,Haryana + 103 more",22 years old,1k-5k Employees (India)
780,Medlife,3.6,(589 Reviews),Private,"Bangalore,Karnataka + 30 more",8 years old,1k-5k Employees (India)
781,1point1 Solution...,3.3,(589 Reviews),Public,"Navi Mumbai,Maharashtra + 12 more",14 years old,5k-10k Employees (India)
782,Reliance Capital,4.0,(3.9k Reviews),Public,"Navi Mumbai,Maharashtra + 78 more",17 years old,1k-5k Employees (India)
783,Future Supply Ch...,4.3,(587 Reviews),Public,"Mumbai,Maharashtra + 57 more",16 years old,1k-5k Employees (India)
784,C.R.I. Pumps,3.9,(586 Reviews),Private,"Coimbatore,Tamil Nadu + 49 more",61 years old,1k-5k Employees (India)
785,OM Logistics,4.1,(586 Reviews),Private,"Delhi/NCR,Delhi + 82 more",23 years old,1k-5k Employees (India)
786,GlaxoSmithKline ...,4.4,(1.8k Reviews),Public,London + 84 more,22 years old,501-1k Employees (India)
787,IndiaFirst Life ...,4.3,(584 Reviews),Private,"Mumbai,Maharashtra + 113 more",13 years old,1k-5k Employees (India)
788,Acme Cleantech S...,3.9,(584 Reviews),Private,"Gurgaon/Gurugram,Haryana + 76 more",19 years old,1k-5k Employees (India)
789,Shriram Life Ins...,4.1,(583 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 168 more",17 years old,50k-1 Lakh Employees (India)
790,Newgen Software ...,3.6,(583 Reviews),Public,"Delhi,NCT + 20 more",30 years old,1k-5k Employees (India)
791,PNC Infratech,4.0,(581 Reviews),Public,"Delhi/NCR,Delhi + 56 more",23 years old,5k-10k Employees (India)
792,MDIndia Health I...,4.0,(579 Reviews),Private,"Pune,Maharashtra + 56 more",22 years old,1k-5k Employees (India)
793,Sandvik Asia,4.3,(579 Reviews),Private,"Stockholm,Stockholm + 27 more",160 years old,1k-5k Employees (India)
794,Nexa,4.1,(578 Reviews),Private,"Delhi/NCR,Delhi + 143 more",7 years old,1k-5k Employees (India)
795,Apco Infratech,4.0,(578 Reviews),Private,"Lucknow,Uttar Pradesh + 51 more",30 years old,1k-5k Employees (India)
796,Shubham Housing ...,4.2,(575 Reviews),Private,"Gurgaon,Haryana + 85 more",12 years old,1k-5k Employees (India)
797,Hatsun Agro Prod...,4.2,(575 Reviews),Public,"Chennai,Tamil Nadu + 69 more",52 years old,1k-5k Employees (India)
798,Yashoda Hospital...,3.8,(575 Reviews),Private,"Ghaziabad,Uttar Pradesh + 18 more",33 years old,501-1k Employees (India)
799,INDUSIND MARKETI...,4.2,(575 Reviews),Private,"Chennai,Tamil Nadu + 231 more",20 years old,501-1k Employees (India)
800,Clover Infotech,3.8,(573 Reviews),Private,"Mumbai,Maharashtra + 13 more",28 years old,1k-5k Employees (India)
801,Sri Chaitanya Ed...,3.9,(573 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 57 more",36 years old,51-200 Employees (India)
802,Ivrcl Infrastruc...,4.4,(573 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 54 more",35 years old,1k-5k Employees (India)
803,Hinduja Leyland ...,4.1,(573 Reviews),Private,"Chennai,Tamil Nadu + 173 more",16 years old,1k-5k Employees (India)
804,Infogain,3.9,(573 Reviews),Private,"Los Gatos,California + 13 more",32 years old,1k-5k Employees (India)
805,Altran Technolog...,3.7,(915 Reviews),Private,Neuilly-sur-Seine + 7 more,40 years old,10k-50k Employees (India)
806,Novo Nordisk,4.0,(572 Reviews),Private,"New York City,New York + 49 more",99 years old,1k-5k Employees (India)
807,Credit Suisse,4.0,(570 Reviews),Private,Zurich + 6 more,166 years old,10k-50k Employees (India)
808,Hyundai Mobis,3.8,(569 Reviews),Private,"Kanchipuram,Tamil Nadu + 31 more",5 years old,51-200 Employees (India)
809,Rockman Industri...,3.7,(568 Reviews),Private,"Delhi/NCR,Delhi + 23 more",62 years old,1k-5k Employees (India)
810,Pramerica Life I...,3.9,(567 Reviews),Private,Gurgaon + 110 more,8 years old,501-1k Employees (India)
811,Colgate Palmoliv...,4.3,(567 Reviews),Public,"New York,New York + 84 more",85 years old,1k-5k Employees (India)
